Product Name,Product Address,Product Reviews
The Westin Chongqing Liberation Square,"Yu Zhong, Chongqing",165 reviews
Lijiang Lize Graceland Merry Inn,"Dayan Old Town, Lijiang",41 reviews
"Hotel Indigo Lijiang Ancient Town, an IHG Hotel","Dayan Old Town, Lijiang",85 reviews
"C&D Hotel,Xiamen","Huli, Xiamen",438 reviews
Courtyard by Marriott Zhengzhou Airport,Zhengzhou,90 reviews
"The Venice Raytour Hotel Shenzhen (close to HappyValley and Window of the world, has 1500m² outdoor pool)","Nanshan, Shenzhen",364 reviews
"HUALUXE Xi'an Tanghua, an IHG Hotel","Yanta, Xi'an",61 reviews
Wyndham Qingdao,"Chengyang District, Qingdao",200 reviews
The St. Regis Zhuhai,Zhuhai,304 reviews
Kempinski Hotel Shenzhen,"Nanshan, Shenzhen",244 reviews
Bulgari Hotel Shanghai,"Jing'an, Shanghai",106 reviews
Yihe Hotel Ouzhuang,"Yue Xiu, Guangzhou",234 reviews
"InterContinental Sanya Haitang Bay Resort, an IHG Hotel","Haitang Bay, Sanya",138 reviews
H-hotel Riverside,"Wuhou, Chengdu",58 reviews
Su Xin Resort Inn,"Yong Ding, Zhangjiajie",35 reviews
Hampton By Hilton Sanya Bay,Sanya,24 reviews
"Crowne Plaza Guangzhou City Centre, an IHG Hotel","Yue Xiu, Guangzhou",890 reviews
JI Hotel Shanghai Jingan Temple Kangding Road,"Jing'an, Shanghai",31 reviews
Ritan Hotel Downtown Beijing,"Chaoyang, Beijing",178 reviews
Novotel Suzhou Sip,"Wu Zhong District, Suzhou",423 reviews
Sheraton Grand Xishuangbanna Hotel,Jinghong,47 reviews
Ariva Beijing West Hotel,"Hai Dian, Beijing",102 reviews
"InterContinental Residences Chengdu City Center, an IHG Hotel","Jinjiang, Chengdu",651 reviews
"Crowne Plaza Suzhou, an IHG Hotel","Wu Zhong District, Suzhou",106 reviews
The St Regis Qingdao,"Shinan District, Qingdao",4 reviews
The Westin Chongqing Liberation Square,"Yu Zhong, Chongqing",165 reviews
Lijiang Lize Graceland Merry Inn,"Dayan Old Town, Lijiang",41 reviews
"Hotel Indigo Lijiang Ancient Town, an IHG Hotel","Dayan Old Town, Lijiang",85 reviews
"C&D Hotel,Xiamen","Huli, Xiamen",438 reviews
Courtyard by Marriott Zhengzhou Airport,Zhengzhou,90 reviews
"The Venice Raytour Hotel Shenzhen (close to HappyValley and Window of the world, has 1500m² outdoor pool)","Nanshan, Shenzhen",364 reviews
"HUALUXE Xi'an Tanghua, an IHG Hotel","Yanta, Xi'an",61 reviews
Wyndham Qingdao,"Chengyang District, Qingdao",200 reviews
The St. Regis Zhuhai,Zhuhai,304 reviews
Kempinski Hotel Shenzhen,"Nanshan, Shenzhen",244 reviews
Bulgari Hotel Shanghai,"Jing'an, Shanghai",106 reviews
Yihe Hotel Ouzhuang,"Yue Xiu, Guangzhou",234 reviews
"InterContinental Sanya Haitang Bay Resort, an IHG Hotel","Haitang Bay, Sanya",138 reviews
H-hotel Riverside,"Wuhou, Chengdu",58 reviews
Su Xin Resort Inn,"Yong Ding, Zhangjiajie",35 reviews
Hampton By Hilton Sanya Bay,Sanya,24 reviews
"Crowne Plaza Guangzhou City Centre, an IHG Hotel","Yue Xiu, Guangzhou",890 reviews
JI Hotel Shanghai Jingan Temple Kangding Road,"Jing'an, Shanghai",31 reviews
Ritan Hotel Downtown Beijing,"Chaoyang, Beijing",178 reviews
Novotel Suzhou Sip,"Wu Zhong District, Suzhou",423 reviews
Sheraton Grand Xishuangbanna Hotel,Jinghong,47 reviews
Ariva Beijing West Hotel,"Hai Dian, Beijing",102 reviews
"InterContinental Residences Chengdu City Center, an IHG Hotel","Jinjiang, Chengdu",651 reviews
"Crowne Plaza Suzhou, an IHG Hotel","Wu Zhong District, Suzhou",106 reviews
The St Regis Qingdao,"Shinan District, Qingdao",4 reviews
The Westin Chongqing Liberation Square,"Yu Zhong, Chongqing",165 reviews
Lijiang Lize Graceland Merry Inn,"Dayan Old Town, Lijiang",41 reviews
"Hotel Indigo Lijiang Ancient Town, an IHG Hotel","Dayan Old Town, Lijiang",85 reviews
"C&D Hotel,Xiamen","Huli, Xiamen",438 reviews
Courtyard by Marriott Zhengzhou Airport,Zhengzhou,90 reviews
"The Venice Raytour Hotel Shenzhen (close to HappyValley and Window of the world, has 1500m² outdoor pool)","Nanshan, Shenzhen",364 reviews
"HUALUXE Xi'an Tanghua, an IHG Hotel","Yanta, Xi'an",61 reviews
Wyndham Qingdao,"Chengyang District, Qingdao",200 reviews
The St. Regis Zhuhai,Zhuhai,304 reviews
Kempinski Hotel Shenzhen,"Nanshan, Shenzhen",244 reviews
Bulgari Hotel Shanghai,"Jing'an, Shanghai",106 reviews
Yihe Hotel Ouzhuang,"Yue Xiu, Guangzhou",234 reviews
"InterContinental Sanya Haitang Bay Resort, an IHG Hotel","Haitang Bay, Sanya",138 reviews
H-hotel Riverside,"Wuhou, Chengdu",58 reviews
Su Xin Resort Inn,"Yong Ding, Zhangjiajie",35 reviews
Hampton By Hilton Sanya Bay,Sanya,24 reviews
"Crowne Plaza Guangzhou City Centre, an IHG Hotel","Yue Xiu, Guangzhou",890 reviews
JI Hotel Shanghai Jingan Temple Kangding Road,"Jing'an, Shanghai",31 reviews
Bulgari Hotel Shanghai,"Jing'an, Shanghai",106 reviews
Yihe Hotel Ouzhuang,"Yue Xiu, Guangzhou",234 reviews
"InterContinental Sanya Haitang Bay Resort, an IHG Hotel","Haitang Bay, Sanya",138 reviews
H-hotel Riverside,"Wuhou, Chengdu",58 reviews
Su Xin Resort Inn,"Yong Ding, Zhangjiajie",35 reviews
Hampton By Hilton Sanya Bay,Sanya,24 reviews
"Crowne Plaza Guangzhou City Centre, an IHG Hotel","Yue Xiu, Guangzhou",890 reviews
JI Hotel Shanghai Jingan Temple Kangding Road,"Jing'an, Shanghai",31 reviews
Shenzhen L.gem Hotel,"Futian, Shenzhen",45 reviews
Grand Skylight Hotel Shenzhen (Huaqiang NorthBusiness Zone),"Futian, Shenzhen",310 reviews
Long Ji International Youth Hostel YHA,Longsheng,100 reviews
Paramount Gallery Hotel,"Jing'an, Shanghai",885 reviews
Yiwu Shangcheng Hotel,"Yiwu City-Centre, Yiwu",390 reviews
Sheraton Xi'an North City Hotel,"Lianhu, Xi'an",256 reviews
Cachet Boutique Kunming Artime,"Xishan District, Kunming",193 reviews
"Green Court Residence City Center, Shanghai(Original name: Green Court Serviced Apartment-People’s Square)","Huangpu, Shanghai","1,104 reviews"
The St. Regis Shenzhen,"Luohu, Shenzhen",137 reviews
Fairmont Chengdu,"Wuhou, Chengdu",73 reviews
C3 Hotels,Yangzhou,107 reviews
Yangshuo Mountain Nest Boutique Hotel,"Yulong River Scenic Area, Yangshuo",207 reviews
Moganshan Boinn,"Moganshan, Deqing",62 reviews
Xi'an Hotel Xiaoshan Airport Branch,Hangzhou,150 reviews
Nanjing Kaibin Apartment- Shengtian Branch,"Qin Huai, Nanjing",66 reviews
"InterContinental Wuhan, an IHG Hotel","Hanyang District, Wuhan",84 reviews
"InterContinental Hangzhou, an IHG Hotel","Jianggan, Hangzhou",158 reviews
Bulgari Hotel Shanghai,"Jing'an, Shanghai",106 reviews
Yihe Hotel Ouzhuang,"Yue Xiu, Guangzhou",234 reviews
"InterContinental Sanya Haitang Bay Resort, an IHG Hotel","Haitang Bay, Sanya",138 reviews
H-hotel Riverside,"Wuhou, Chengdu",58 reviews
Su Xin Resort Inn,"Yong Ding, Zhangjiajie",35 reviews
Hampton By Hilton Sanya Bay,Sanya,24 reviews
"Crowne Plaza Guangzhou City Centre, an IHG Hotel","Yue Xiu, Guangzhou",890 reviews
JI Hotel Shanghai Jingan Temple Kangding Road,"Jing'an, Shanghai",31 reviews
Shenzhen L.gem Hotel,"Futian, Shenzhen",45 reviews
Grand Skylight Hotel Shenzhen (Huaqiang NorthBusiness Zone),"Futian, Shenzhen",310 reviews
Long Ji International Youth Hostel YHA,Longsheng,100 reviews
Paramount Gallery Hotel,"Jing'an, Shanghai",885 reviews
Yiwu Shangcheng Hotel,"Yiwu City-Centre, Yiwu",390 reviews
Sheraton Xi'an North City Hotel,"Lianhu, Xi'an",256 reviews
Cachet Boutique Kunming Artime,"Xishan District, Kunming",193 reviews
"Green Court Residence City Center, Shanghai(Original name: Green Court Serviced Apartment-People’s Square)","Huangpu, Shanghai","1,104 reviews"
The St. Regis Shenzhen,"Luohu, Shenzhen",137 reviews
Fairmont Chengdu,"Wuhou, Chengdu",73 reviews
C3 Hotels,Yangzhou,107 reviews
Yangshuo Mountain Nest Boutique Hotel,"Yulong River Scenic Area, Yangshuo",207 reviews
Moganshan Boinn,"Moganshan, Deqing",62 reviews
Xi'an Hotel Xiaoshan Airport Branch,Hangzhou,150 reviews
Nanjing Kaibin Apartment- Shengtian Branch,"Qin Huai, Nanjing",66 reviews
"InterContinental Wuhan, an IHG Hotel","Hanyang District, Wuhan",84 reviews
"InterContinental Hangzhou, an IHG Hotel","Jianggan, Hangzhou",158 reviews
Bulgari Hotel Shanghai,"Jing'an, Shanghai",106 reviews
Yihe Hotel Ouzhuang,"Yue Xiu, Guangzhou",234 reviews
"InterContinental Sanya Haitang Bay Resort, an IHG Hotel","Haitang Bay, Sanya",138 reviews
H-hotel Riverside,"Wuhou, Chengdu",58 reviews
Su Xin Resort Inn,"Yong Ding, Zhangjiajie",35 reviews
Hampton By Hilton Sanya Bay,Sanya,24 reviews
"Crowne Plaza Guangzhou City Centre, an IHG Hotel","Yue Xiu, Guangzhou",890 reviews
JI Hotel Shanghai Jingan Temple Kangding Road,"Jing'an, Shanghai",31 reviews
Shenzhen L.gem Hotel,"Futian, Shenzhen",45 reviews
Grand Skylight Hotel Shenzhen (Huaqiang NorthBusiness Zone),"Futian, Shenzhen",310 reviews
Long Ji International Youth Hostel YHA,Longsheng,100 reviews
Paramount Gallery Hotel,"Jing'an, Shanghai",885 reviews
Yiwu Shangcheng Hotel,"Yiwu City-Centre, Yiwu",390 reviews
Sheraton Xi'an North City Hotel,"Lianhu, Xi'an",256 reviews
Cachet Boutique Kunming Artime,"Xishan District, Kunming",193 reviews
"Green Court Residence City Center, Shanghai(Original name: Green Court Serviced Apartment-People’s Square)","Huangpu, Shanghai","1,104 reviews"
The St. Regis Shenzhen,"Luohu, Shenzhen",137 reviews
Fairmont Chengdu,"Wuhou, Chengdu",73 reviews
C3 Hotels,Yangzhou,107 reviews
Yangshuo Mountain Nest Boutique Hotel,"Yulong River Scenic Area, Yangshuo",207 reviews
Moganshan Boinn,"Moganshan, Deqing",62 reviews
Xi'an Hotel Xiaoshan Airport Branch,Hangzhou,150 reviews
Nanjing Kaibin Apartment- Shengtian Branch,"Qin Huai, Nanjing",66 reviews
"InterContinental Wuhan, an IHG Hotel","Hanyang District, Wuhan",84 reviews
"InterContinental Hangzhou, an IHG Hotel","Jianggan, Hangzhou",158 reviews
Bulgari Hotel Shanghai,"Jing'an, Shanghai",106 reviews
Yihe Hotel Ouzhuang,"Yue Xiu, Guangzhou",234 reviews
"InterContinental Sanya Haitang Bay Resort, an IHG Hotel","Haitang Bay, Sanya",138 reviews
H-hotel Riverside,"Wuhou, Chengdu",58 reviews
Su Xin Resort Inn,"Yong Ding, Zhangjiajie",35 reviews
Hampton By Hilton Sanya Bay,Sanya,24 reviews
"Crowne Plaza Guangzhou City Centre, an IHG Hotel","Yue Xiu, Guangzhou",890 reviews
JI Hotel Shanghai Jingan Temple Kangding Road,"Jing'an, Shanghai",31 reviews
Shenzhen L.gem Hotel,"Futian, Shenzhen",45 reviews
Grand Skylight Hotel Shenzhen (Huaqiang NorthBusiness Zone),"Futian, Shenzhen",310 reviews
Long Ji International Youth Hostel YHA,Longsheng,100 reviews
Paramount Gallery Hotel,"Jing'an, Shanghai",885 reviews
Yiwu Shangcheng Hotel,"Yiwu City-Centre, Yiwu",390 reviews
Sheraton Xi'an North City Hotel,"Lianhu, Xi'an",256 reviews
Cachet Boutique Kunming Artime,"Xishan District, Kunming",193 reviews
"Green Court Residence City Center, Shanghai(Original name: Green Court Serviced Apartment-People’s Square)","Huangpu, Shanghai","1,104 reviews"
The St. Regis Shenzhen,"Luohu, Shenzhen",137 reviews
Fairmont Chengdu,"Wuhou, Chengdu",73 reviews
C3 Hotels,Yangzhou,107 reviews
Yangshuo Mountain Nest Boutique Hotel,"Yulong River Scenic Area, Yangshuo",207 reviews
Moganshan Boinn,"Moganshan, Deqing",62 reviews
Xi'an Hotel Xiaoshan Airport Branch,Hangzhou,150 reviews
Nanjing Kaibin Apartment- Shengtian Branch,"Qin Huai, Nanjing",66 reviews
"InterContinental Wuhan, an IHG Hotel","Hanyang District, Wuhan",84 reviews
"InterContinental Hangzhou, an IHG Hotel","Jianggan, Hangzhou",158 reviews
Bulgari Hotel Shanghai,"Jing'an, Shanghai",106 reviews
Yihe Hotel Ouzhuang,"Yue Xiu, Guangzhou",234 reviews
"InterContinental Sanya Haitang Bay Resort, an IHG Hotel","Haitang Bay, Sanya",138 reviews
H-hotel Riverside,"Wuhou, Chengdu",58 reviews
Su Xin Resort Inn,"Yong Ding, Zhangjiajie",35 reviews
Hampton By Hilton Sanya Bay,Sanya,24 reviews
"Crowne Plaza Guangzhou City Centre, an IHG Hotel","Yue Xiu, Guangzhou",890 reviews
JI Hotel Shanghai Jingan Temple Kangding Road,"Jing'an, Shanghai",31 reviews
Shenzhen L.gem Hotel,"Futian, Shenzhen",45 reviews
Grand Skylight Hotel Shenzhen (Huaqiang NorthBusiness Zone),"Futian, Shenzhen",310 reviews
Long Ji International Youth Hostel YHA,Longsheng,100 reviews
Paramount Gallery Hotel,"Jing'an, Shanghai",885 reviews
Yiwu Shangcheng Hotel,"Yiwu City-Centre, Yiwu",390 reviews
Sheraton Xi'an North City Hotel,"Lianhu, Xi'an",256 reviews
Cachet Boutique Kunming Artime,"Xishan District, Kunming",193 reviews
"Green Court Residence City Center, Shanghai(Original name: Green Court Serviced Apartment-People’s Square)","Huangpu, Shanghai","1,104 reviews"
The St. Regis Shenzhen,"Luohu, Shenzhen",137 reviews
Fairmont Chengdu,"Wuhou, Chengdu",73 reviews
C3 Hotels,Yangzhou,107 reviews
Yangshuo Mountain Nest Boutique Hotel,"Yulong River Scenic Area, Yangshuo",207 reviews
Moganshan Boinn,"Moganshan, Deqing",62 reviews
Xi'an Hotel Xiaoshan Airport Branch,Hangzhou,150 reviews
Nanjing Kaibin Apartment- Shengtian Branch,"Qin Huai, Nanjing",66 reviews
"InterContinental Wuhan, an IHG Hotel","Hanyang District, Wuhan",84 reviews
"InterContinental Hangzhou, an IHG Hotel","Jianggan, Hangzhou",158 reviews
Bulgari Hotel Shanghai,"Jing'an, Shanghai",106 reviews
Yihe Hotel Ouzhuang,"Yue Xiu, Guangzhou",234 reviews
"InterContinental Sanya Haitang Bay Resort, an IHG Hotel","Haitang Bay, Sanya",138 reviews
H-hotel Riverside,"Wuhou, Chengdu",58 reviews
Su Xin Resort Inn,"Yong Ding, Zhangjiajie",35 reviews
Hampton By Hilton Sanya Bay,Sanya,24 reviews
"Crowne Plaza Guangzhou City Centre, an IHG Hotel","Yue Xiu, Guangzhou",890 reviews
JI Hotel Shanghai Jingan Temple Kangding Road,"Jing'an, Shanghai",31 reviews
Shenzhen L.gem Hotel,"Futian, Shenzhen",45 reviews
Grand Skylight Hotel Shenzhen (Huaqiang NorthBusiness Zone),"Futian, Shenzhen",310 reviews
Long Ji International Youth Hostel YHA,Longsheng,100 reviews
Paramount Gallery Hotel,"Jing'an, Shanghai",885 reviews
Yiwu Shangcheng Hotel,"Yiwu City-Centre, Yiwu",390 reviews
Sheraton Xi'an North City Hotel,"Lianhu, Xi'an",256 reviews
Cachet Boutique Kunming Artime,"Xishan District, Kunming",193 reviews
"Green Court Residence City Center, Shanghai(Original name: Green Court Serviced Apartment-People’s Square)","Huangpu, Shanghai","1,104 reviews"
The St. Regis Shenzhen,"Luohu, Shenzhen",137 reviews
Fairmont Chengdu,"Wuhou, Chengdu",73 reviews
C3 Hotels,Yangzhou,107 reviews
Yangshuo Mountain Nest Boutique Hotel,"Yulong River Scenic Area, Yangshuo",207 reviews
Moganshan Boinn,"Moganshan, Deqing",62 reviews
Xi'an Hotel Xiaoshan Airport Branch,Hangzhou,150 reviews
Nanjing Kaibin Apartment- Shengtian Branch,"Qin Huai, Nanjing",66 reviews
"InterContinental Wuhan, an IHG Hotel","Hanyang District, Wuhan",84 reviews
"InterContinental Hangzhou, an IHG Hotel","Jianggan, Hangzhou",158 reviews
Kempinski Hotel Shenzhen,"Nanshan, Shenzhen",244 reviews
Bulgari Hotel Shanghai,"Jing'an, Shanghai",106 reviews
Yihe Hotel Ouzhuang,"Yue Xiu, Guangzhou",234 reviews
"InterContinental Sanya Haitang Bay Resort, an IHG Hotel","Haitang Bay, Sanya",138 reviews
H-hotel Riverside,"Wuhou, Chengdu",58 reviews
Su Xin Resort Inn,"Yong Ding, Zhangjiajie",35 reviews
Hampton By Hilton Sanya Bay,Sanya,24 reviews
"Crowne Plaza Guangzhou City Centre, an IHG Hotel","Yue Xiu, Guangzhou",890 reviews
JI Hotel Shanghai Jingan Temple Kangding Road,"Jing'an, Shanghai",31 reviews
Shenzhen L.gem Hotel,"Futian, Shenzhen",45 reviews
Grand Skylight Hotel Shenzhen (Huaqiang NorthBusiness Zone),"Futian, Shenzhen",310 reviews
Long Ji International Youth Hostel YHA,Longsheng,100 reviews
Paramount Gallery Hotel,"Jing'an, Shanghai",885 reviews
Yiwu Shangcheng Hotel,"Yiwu City-Centre, Yiwu",390 reviews
Sheraton Xi'an North City Hotel,"Lianhu, Xi'an",256 reviews
Cachet Boutique Kunming Artime,"Xishan District, Kunming",193 reviews
"Green Court Residence City Center, Shanghai(Original name: Green Court Serviced Apartment-People’s Square)","Huangpu, Shanghai","1,104 reviews"
The St. Regis Shenzhen,"Luohu, Shenzhen",137 reviews
Fairmont Chengdu,"Wuhou, Chengdu",73 reviews
C3 Hotels,Yangzhou,107 reviews
Yangshuo Mountain Nest Boutique Hotel,"Yulong River Scenic Area, Yangshuo",207 reviews
Moganshan Boinn,"Moganshan, Deqing",62 reviews
Xi'an Hotel Xiaoshan Airport Branch,Hangzhou,150 reviews
Nanjing Kaibin Apartment- Shengtian Branch,"Qin Huai, Nanjing",66 reviews
"InterContinental Wuhan, an IHG Hotel","Hanyang District, Wuhan",84 reviews
Bulgari Hotel Shanghai,"Jing'an, Shanghai",106 reviews
Yihe Hotel Ouzhuang,"Yue Xiu, Guangzhou",234 reviews
"InterContinental Sanya Haitang Bay Resort, an IHG Hotel","Haitang Bay, Sanya",138 reviews
H-hotel Riverside,"Wuhou, Chengdu",58 reviews
Su Xin Resort Inn,"Yong Ding, Zhangjiajie",35 reviews
Hampton By Hilton Sanya Bay,Sanya,24 reviews
"Crowne Plaza Guangzhou City Centre, an IHG Hotel","Yue Xiu, Guangzhou",890 reviews
JI Hotel Shanghai Jingan Temple Kangding Road,"Jing'an, Shanghai",31 reviews
Shenzhen L.gem Hotel,"Futian, Shenzhen",45 reviews
Grand Skylight Hotel Shenzhen (Huaqiang NorthBusiness Zone),"Futian, Shenzhen",310 reviews
Long Ji International Youth Hostel YHA,Longsheng,100 reviews
Paramount Gallery Hotel,"Jing'an, Shanghai",885 reviews
Yiwu Shangcheng Hotel,"Yiwu City-Centre, Yiwu",390 reviews
Sheraton Xi'an North City Hotel,"Lianhu, Xi'an",256 reviews
Cachet Boutique Kunming Artime,"Xishan District, Kunming",193 reviews
"Green Court Residence City Center, Shanghai(Original name: Green Court Serviced Apartment-People’s Square)","Huangpu, Shanghai","1,104 reviews"
The St. Regis Shenzhen,"Luohu, Shenzhen",137 reviews
Fairmont Chengdu,"Wuhou, Chengdu",73 reviews
C3 Hotels,Yangzhou,107 reviews
Yangshuo Mountain Nest Boutique Hotel,"Yulong River Scenic Area, Yangshuo",207 reviews
Moganshan Boinn,"Moganshan, Deqing",62 reviews
Xi'an Hotel Xiaoshan Airport Branch,Hangzhou,150 reviews
Nanjing Kaibin Apartment- Shengtian Branch,"Qin Huai, Nanjing",66 reviews
"InterContinental Wuhan, an IHG Hotel","Hanyang District, Wuhan",84 reviews
"InterContinental Hangzhou, an IHG Hotel","Jianggan, Hangzhou",158 reviews
Bulgari Hotel Shanghai,"Jing'an, Shanghai",106 reviews
Yihe Hotel Ouzhuang,"Yue Xiu, Guangzhou",234 reviews
"InterContinental Sanya Haitang Bay Resort, an IHG Hotel","Haitang Bay, Sanya",138 reviews
H-hotel Riverside,"Wuhou, Chengdu",58 reviews
Su Xin Resort Inn,"Yong Ding, Zhangjiajie",35 reviews
Hampton By Hilton Sanya Bay,Sanya,24 reviews
"Crowne Plaza Guangzhou City Centre, an IHG Hotel","Yue Xiu, Guangzhou",890 reviews
JI Hotel Shanghai Jingan Temple Kangding Road,"Jing'an, Shanghai",31 reviews
Shenzhen L.gem Hotel,"Futian, Shenzhen",45 reviews
Grand Skylight Hotel Shenzhen (Huaqiang NorthBusiness Zone),"Futian, Shenzhen",310 reviews
Long Ji International Youth Hostel YHA,Longsheng,100 reviews
Paramount Gallery Hotel,"Jing'an, Shanghai",885 reviews
Yiwu Shangcheng Hotel,"Yiwu City-Centre, Yiwu",390 reviews
Sheraton Xi'an North City Hotel,"Lianhu, Xi'an",256 reviews
Cachet Boutique Kunming Artime,"Xishan District, Kunming",193 reviews
"Green Court Residence City Center, Shanghai(Original name: Green Court Serviced Apartment-People’s Square)","Huangpu, Shanghai","1,104 reviews"
The St. Regis Shenzhen,"Luohu, Shenzhen",137 reviews
Fairmont Chengdu,"Wuhou, Chengdu",73 reviews
C3 Hotels,Yangzhou,107 reviews
Yangshuo Mountain Nest Boutique Hotel,"Yulong River Scenic Area, Yangshuo",207 reviews
Moganshan Boinn,"Moganshan, Deqing",62 reviews
Xi'an Hotel Xiaoshan Airport Branch,Hangzhou,150 reviews
Nanjing Kaibin Apartment- Shengtian Branch,"Qin Huai, Nanjing",66 reviews
"InterContinental Wuhan, an IHG Hotel","Hanyang District, Wuhan",84 reviews
"InterContinental Hangzhou, an IHG Hotel","Jianggan, Hangzhou",158 reviews
Bulgari Hotel Shanghai,"Jing'an, Shanghai",106 reviews
Yihe Hotel Ouzhuang,"Yue Xiu, Guangzhou",234 reviews
"InterContinental Sanya Haitang Bay Resort, an IHG Hotel","Haitang Bay, Sanya",138 reviews
H-hotel Riverside,"Wuhou, Chengdu",58 reviews
Su Xin Resort Inn,"Yong Ding, Zhangjiajie",35 reviews
Hampton By Hilton Sanya Bay,Sanya,24 reviews
"Crowne Plaza Guangzhou City Centre, an IHG Hotel","Yue Xiu, Guangzhou",890 reviews
JI Hotel Shanghai Jingan Temple Kangding Road,"Jing'an, Shanghai",31 reviews
Shenzhen L.gem Hotel,"Futian, Shenzhen",45 reviews
Grand Skylight Hotel Shenzhen (Huaqiang NorthBusiness Zone),"Futian, Shenzhen",310 reviews
Long Ji International Youth Hostel YHA,Longsheng,100 reviews
Paramount Gallery Hotel,"Jing'an, Shanghai",885 reviews
Yiwu Shangcheng Hotel,"Yiwu City-Centre, Yiwu",390 reviews
Sheraton Xi'an North City Hotel,"Lianhu, Xi'an",256 reviews
Cachet Boutique Kunming Artime,"Xishan District, Kunming",193 reviews
"Green Court Residence City Center, Shanghai(Original name: Green Court Serviced Apartment-People’s Square)","Huangpu, Shanghai","1,104 reviews"
The St. Regis Shenzhen,"Luohu, Shenzhen",137 reviews
Fairmont Chengdu,"Wuhou, Chengdu",73 reviews
C3 Hotels,Yangzhou,107 reviews
Yangshuo Mountain Nest Boutique Hotel,"Yulong River Scenic Area, Yangshuo",207 reviews
Moganshan Boinn,"Moganshan, Deqing",62 reviews
Xi'an Hotel Xiaoshan Airport Branch,Hangzhou,150 reviews
Nanjing Kaibin Apartment- Shengtian Branch,"Qin Huai, Nanjing",66 reviews
"InterContinental Wuhan, an IHG Hotel","Hanyang District, Wuhan",84 reviews
"InterContinental Hangzhou, an IHG Hotel","Jianggan, Hangzhou",158 reviews
